We were able to reserve a spot at the chef tasting bar with Morimoto who actually called in sick that night, but we were still charged full price.	place#1	price#-1
Went here for a casual Sunday night dinner at 7:45pm; dinner was served at 10:15pm!	miscellaneous#0	service#-1
Then, the waitress gave my wife coffee with regular milk in it even though my wife specifically requested Soy Milk.	staff#-1	food#0
I thought I'd give the new place a try since it had an expanded menu and a more legit look.	place#0	menu#1
*There is a pre-theatre dinner menu for early diners that is of great value.	menu#1	price#0
The prixe fix menu was a deal to boost downtown restaurants, atleast we didn't pay the full price.	menu#1	price#-1
The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.	food#1	menu#0
Waiter was a strange bird and when told we wanted to enjoy our dining experience and not be rushed through dinner, he assured us it takes 30 minutes to get entrees once food was ordered.	staff#-1	food#1
This is not haute cuisine, but that' part of what I love about it - it has an honest, intimate feel with no pretensions, just like eating in an Italian family's home.	food#-1	miscellaneous#1
The food was so-so and you would think it was a french resturant, the portions were so tiny.	food#0	miscellaneous#-1
Eventually another waiter cleaned up the table and allowed us to sit there.	staff#1	miscellaneous#0
However the hostess completely ignored us, we waited 40 min at the bar (even with reservation), our waitress was incredibly uninterested in us (never even offered dessert menus) and the somelier could have taken a look at the label before he made a mistake about his favorite wine.	staff#-1	place#0	miscellaneous#0
seems everyone ordered sushi there were tons of delivery orders (we can tell as we sat near the back).	food#0	service#1
small price to pay to have dinner on a Saturday night in downtown Manhattan.	price#1	food#0
The Scene Flanked by a diner-style bar on one side and glass cases of sweets on the other, General Store resembles a cozy mom-and-pop rest stop on the way through Pennsylvania Dutch country--minus the cheesy gift shop.	miscellaneous#1	place#0
Since it's a small place, it's best to get there early for dinner as the wait can be quite long if you don't make a reservation.	service#-1	miscellaneous#0
The interior is understated making it special enough to take a date but easy enough to stop in anytime for dinner or snack.	place#1	food#0
The prices are incredibly reasonable, especially considering the HUGE portions - by noodle soup could have fed both my husband and myself.	miscellaneous#1	food#0
There is a huge line, usually a 45 minute wait; they take no reservations and no tables of more than five people.	service#0	miscellaneous#-1	place#-1
The pizzas are a MUST TRY, hence the name.	food#1	miscellaneous#0
The situation was verified by taking 3 dishes that were over an hour late off the bill and free desserts and coffee but the experience left most of us never wanting to go to the supposed hip cool 66 ever again.	food#1	price#0
I went there with family and even though we had reservations, we were seated 30 minutes late, the food took 45 minutes to arrive and when I got the wrong order, I had a hard time trying to find the server.	miscellaneous#0	food#0	staff#-1
The wait was much shorter than the hostess quoted, which was great.	service#1	staff#0
Though the menu is brief, entrees range from a deeply satisfying, wintry seared calf's liver with oven-dried tomatoes to a much lighter striped bass drizzled with textbook perfect beurre blanc.	menu#0	food#1
When we got our food, the waitress barely said a word as she placed our take-out on the table and grabbed the check.	food#0	staff#-1	price#0
Dropped in for a quick bite with a friend -- like the previous reviewer it took more than 15 minutes for any kind of service at all (including getting water) and then another 45 minutes to get a burger (which admittedly was good).	service#-1	food#0
However, it takes ages to get seated (even with a reservation), and the waiters don't seem very knowledgeable about the menu (or receptive to questions).	miscellaneous#0	staff#-1
The only complaint I have is that the tables for 2 along the booth are very close together so it wasn't as romantic a dinner as we wanted but all in all, we were in our own world, more like in heaven.	place#0	food#-1
Ok the manager did stand at the bar the whole time looking like his wife left him, he lost all his money at the track and had been drinking the rest of the day.	staff#-1	place#0
We complained to our waiter serveral times about this and the stares continued and to top it all off as the manager walked around to each table asking if they enjoyed their dinner, he conveniently did not ask us!	staff#0	miscellaneous#0	food#1
He is a gracious chef who comes to the table and greets the guests.	staff#1	miscellaneous#0
By dessert, I gave up and sat there hopelessly watching as my rice pudding was snatched away half eaten, only to be replaced immediately with a hefty bill.	food#0	price#-1
The waiter said they mixed it up because there were three similar things on the menu.	staff#-1	menu#0
) Scores of employees walking around, but no one seems to clear a plate or offer more drinks.	staff#-1	food#0
The manager also managed to insult one of my dining partners, even using an expletive to mock his last name when returning his credit card.	staff#-1	food#0
Once we were seated our water order was taken promptly but they never came back with a menu.	miscellaneous#1	menu#-1
The waiter told us that he had checked with the kitchen because he noticed that we had not gotten our dinners and they said it would be out shortly, shouldn't someone have said something to us?	staff#-1	food#0
First of all, I think our service person was miffed that we couldn't order much for apps or drinks since we had already started at the bar.	service#-1	food#0	place#0
You have to be comfortable eating with your hands, sharing the same plate with your friends and be able to handle spicy food (not as spicy as some thai dishes though).	miscellaneous#0	food#1
however, we went for lunch and were the only ones eating there and yet the service seemed eager for us to be done and to get out.	food#0	service#-1
Although the service was top notch, all of the food was disappointing: burnt octopus, bland ravioli, odd tasting mint love letters.	service#1	food#-1
The portions were overly generous for both the apps and entrees without sacrificing the quality.	miscellaneous#-1	food#1
We arrived on a Thursday night at 6:30 and were seated immediately (they don't take reservations), but, this small place filled up very quickly, and the bar was overflowing with people when we left.	miscellaneous#0	place#-1
The place was packed, but it didn't effect our service or getting our food/drinks promptly.	place#-1	service#1
The menu is slightly different from downtown, but they still have my favorites -- madai salad with hot sesame oil, shrimp kanzuri, the diamond roll, the crispy shrimp roll.	menu#0	food#1
But servers, attentive if slightly unpolished, gladly direct inquisitors to menu strengths--like rum-flambeed dessert bananas foster--and allow leisurely enjoyment.	staff#1	menu#0
SO I ASKED, TO SPEAK TO THE MANAGER, AND ONE OF THE OWNER WHO MANAGES THE PLACE CAME TO MY TABLE, TOLD ME THAT THE CEVICHE WAS FRESH.	staff#0	food#1
It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.	place#0	ambience#1
Spoke with the manager about comping a round, after we had already paid for 2 rounds waiting for the table.	staff#-1	service#0	miscellaneous#0
For example, we had ordered a 2nd bottle of red wine, the waitress gave me a new glass to taste the wine, but filled up my existing glass (mixing two different bottles in one glass).	food#0	staff#-1
As for the main attraction, the pies are known for their crisp outer edge and gooey middle, and feature the unorthodox layering of sauce over mozzarella.	miscellaneous#1	food#0
The high prices and small portions reflect the hype of a new Battali restaurant as well as the cache that comes with having to make a reservation a week in advance only to wait to be seated.	price#-1	miscellaneous#0
I've never been during the dinner rush, whence I think most of the service complaints originate.	food#0	service#-1
the atmosphere is trendy, i think it's better to come here for a drink rather than dinner.	ambience#1	food#0
Our dinner took over two hours because of the slow service.	food#0	service#-1
Weekday lunch is less crowded and the staff cheerfully tolerated a 3-year-old.	food#0	staff#1
Although the prices is a bit on the high, you do get big portions for it.	price#-1	miscellaneous#1
It was my birthday and although they came out with of a bottle of bub, I felt embarrassed about the lack of service.	miscellaneous#0	service#-1
Favorites include the Curry Shrimp w/ Mushrooms, Watercress Salad (not listed on menu), and Kao Soy noodle soup with chicken.	food#1	menu#0
The staff beginning with the tall gentleman at the door, waiters, etc.	staff#-1	miscellaneous#0
The food and service was top notch, only the complain is that this place is so small that some seats are not made for a big guy.	food#1	service#1	miscellaneous#-1	staff#-1
No bar only a waiting area with about 10 tables where you can have drinks prior to dinner.	place#-1	food#0
The hostess was condescending and the waiter was somewhat absent and unaccomodating (sure, we made a reservation to sit outside but when I asked to be moved indoors after I heard thunder he didn't even try to make it happen, giving me a blank stare and a shrug when I asked what we would do if it rained).	staff#-1	miscellaneous#0
The pieces were small but the fish was good quality and there wasn't a lot of rice to mess with.	food#-1	miscellaneous#1
Miyagi is my sushi restaurant of choice in the Village; it's never insanely crowded, the service is very sweet (I've never experienced any of the nastiness described in prior reviews), and the tabs are small.	service#1	miscellaneous#-1
although the food was good, the wait was so long; extremely snobby about seating you, we waited 45 min + for our reservation.	food#1	place#-1
I was told(very snottily) no, but then not even 10 minutes later another group of people came in, asked the same thing and because the same woman waiter knew them she gave them regular menus!	staff#-1	menu#0
It's so out there that it works--black-clad raver waiters and all--and even the most normal of groups love getting together for dinner and popular brunching on the palm-lined backyard patio spread.	staff#1	food#0
The waitress came to our table and told us about their tempting specials.	staff#1	miscellaneous#0	food#1
We asked the server for two glasses with a splash of Southern Comfort and Grand Marnier.	staff#0	food#1
throughout the whole meal, all I kept thinking was AVERAGE, AVERAGE, AVERAGE until the bill came, which was a little more than average,to say the least.	food#0	price#-1
We hung out by the bar mostly to ourselves, not an overwelming social crowd, but there were some georgous groups of hipsters looking like it was their meeting up before going out to the clubs (a few of the girls looked like top models), but the vibe was real chill.	place#0	miscellaneous#-1
The food is right out of heaven, arrive hungry because the portions are huge but not the prices.	food#1	miscellaneous#1	price#-1
Went to celebrate my sisters birthday on 9/11 was 1st taken back on the waiters rude answering of a question we had about the menu.	staff#-1	menu#0
There is no bar so therefore no place to wait except the lounge that was packed so after wondering where to stand the hostess grabbed us.	place#0	staff#-1
Before leaving the server gave us takeout menus.	staff#1	menu#0
Service is one thing but a restaurant like Craft needs to have much better quality food for the price they charge.	service#0	food#1
I would recommend going at off-times (before 7 perhaps) to avoid the crowds as it gets packed and there isn't much room by the bar.	miscellaneous#-1	place#0
The service was polite, friendly and prompt, the characters walking around entertained the kids but werent intrusive to our meal.	service#1	food#0
If you've been out partying and have a yen for quality Korean food at 3:00am, there's a table waiting for you at Kang Suh Restaurant.	food#1	service#0
And that is a shame as the restaurant is a pizzeria with a very limited menu outside of pizza.	menu#-1	food#0
The waiter just slapped my food down and then never returned until he slapped my check down.	staff#-1	food#0
The bartenders could have been a lot nicer but the drinks they shook up kind of made up for their poor attitude.	staff#-1	food#1	service#-1
there's always people waiting to be seated and the chairs are not comfortable.	service#0	miscellaneous#-1
Hillarious lighting and ecclectic side dishes make you want to love the place, but the meal on the whole was abyssmal.	place#1	food#-1
The waiter returned seconds later to complain that dozens of people wanted our table then poured her beer into a paper cup-- presumably to encourage us to leave faster.	staff#-1	miscellaneous#0
The Food The menu ably pulls off Bistro 101: The generous cheese plate makes a big enough starter for at least three people to share, and French onion soup is rich and decadent.	food#1	menu#0
However for the price I paid to have dinner there, you would have thought I ate a horse.	price#-1	food#0
All this Asian fusion craze leaves one feeling like they should've went to an authentic Thai or Indian restaurant for probably 1/3 of the price of Spice Market.	food#1	price#0
I went with a friend from out the town - the best thing on the menu was the Veal.	menu#0	food#1
The waitstaff is helpful and they'll get your favorite meats to circle your table more often if you just ask.	staff#1	food#1	miscellaneous#0
One server came and gave us food that turned out to be someone else's.	staff#-1	food#0
The food is not large and I could have had a few slices of pizza after I left.	food#-1	miscellaneous#0
Our experience consistently reflected a lazy attitude by the house towards cooking technique and customer care.	service#1	food#0
It appeared that they used a cheese pizza cooked earlier that day or the day before and just added the raw topping to it, then delivered it.	food#0	miscellaneous#-1
The wine did not come until we were half way through our entree and the waitress overcharged us by a bottle of wine.	food#0	staff#-1
service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.	service#1	food#0
Enjoy the food, because it is remarkable, but don't be too willing to be gratuitis to a server that does not deserve it.	food#1	staff#-1
The waiter placed the wrong entree in front of us each time.	staff#0	food#-1
The Romano family is very hands on with the father supervising the kitchen and Santo, the son, running the room with a high degree of personal attention.	miscellaneous#1	place#0
Gia Lam I' s service is not much better but the food was.	service#-1	food#1
The atmosphere was warm, sexy, and very romantic but the lighting wasn't good for reading the menu.	ambience#1	menu#0
Forget the phony yuppies of Areos and The Pearl Room, and ENJOY the down home service and OUTSTANDING food here.	place#0	service#1	food#1
The wait was long which is understandable but the waiters were rude to us while we waited, rushed us to order, ignored us while we ate and needed more drinks, and rushed us when they wanted the table for another couple.	staff#-1	food#0	miscellaneous#0
The Chinese menu is gone, along with most of the good dishes.	menu#0	food#1
the waiter was unable to identify whether certain cheeses from the cheese course were cow or goat milk.	staff#-1	food#0
Ziti Bolognese is baked in a similar sauce, with ground meat mixed in and cheese melted on top--the menu offers many variations on this theme.	food#0	menu#1
I just got back from dinner from this UES hotspot - it is like a home away from home - delicious meals and a salad dressing that sometimes they let me have a tiny container of for my lunch at work salads - the price/ atmosphere/ cocktails (FULL BAR!!!	food#1	ambience#1	place#0
Food was served very promptly, but our wait for drinks was surprisingly long.	service#-1	food#0
While waiting there was no room for standing and the bar staff and their drinks were horrendous.	service#0	staff#-1	food#-1
The word chicken was barely out of my mouth when the waiter rushed away from my table without asking me about side orders or a drink.	food#0	staff#-1
The scene is pretty cool and the drinks are OK, but the food and service were pretty weak.	miscellaneous#1	food#1	service#-1
The decor maybe great for young kids but as an adult this place was an horrible experiance, it didn't bring the kid in me.	ambience#1	place#-1
Del Frisco's is pricey and I was seated in a leper locker room area, but the food was totally fantastic.	place#-1	food#1
The waitress was no where to be found at all throughout the course of the meal, did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal.	staff#-1	food#0
The four of us were seated in the outdoors patio(not requested) and suffered through a muddled menu, indifferent food, a below average waiter, as well as excessive noise, wind and cold.	menu#-1	staff#-1	ambience#-1	miscellaneous#0
The waiter was rude to my friend when she asked for a small plate to share an appetizer.	staff#-1	food#0
The service was slow (10 minutes for drinks??)	service#-1	food#0
True, the menu doesn't offer a wide range of choices and portions are not la all-you-can-eat, buffet style (but is that a negative thing after all?	menu#0	miscellaneous#-1
Our waiter, though he was charming,was too busy to truly take care of us properly and the food was over priced.	staff#1	food#-1
The staff forgot my girlfriend's food altogether as she waited for half an hour.	staff#-1	food#0
We decided to get out of there and go to a safe place with bigger portions and normal food.	miscellaneous#1	food#0
One oversight: the gf wanted tea to go along with the plate of yummies they gave me, but the server forgot to bring it since we took our time to finish the wine.	miscellaneous#0	staff#-1	food#0
I have tried everything available on the AYCE menu, it has all been quite good (although I am not one to be especially particular with food, sushi in particular.	menu#0	food#1
The service was not the greatest, but the place is huge and it has a nice setting.	service#-1	place#1	ambience#1
The service is not very good, but I find that we try Atlantic Grill at least once a year.	service#-1	food#1
straining to read the menu under the low-lighting-tag-sale-chandelier motif, we were able to order a salad, tapas, and entrees from the first of several waiters, none of whom were able to introduce themselves, recommend dishes, present silverware, remove plates, or deliver water when asked.	menu#0	food#0	staff#-1	miscellaneous#0
I came here b/c someone gave a trashy review to my favorite coffee place (Grey Dog's) and compared it to this place so I had to see for myself what was so great about 71.	place#1	miscellaneous#0
One night we landed at the bar for a late night dinner, and the hanger steak and frites w/ marjoram aioli was the BEST.	place#0	food#1
I have to agree with the previous review that the atmosphere isn't much, but Mister Falafel can't be beat for quick, delicious, cheap takeout.	ambience#-1	food#1
However, you don't even really need the menu, because the daily specials are always tempting and delicious.	menu#0	food#1
The service is ok since it is new and the staff didn't know the food items too well.	service#1	staff#-1	food#0
Another hostess came by and told us that since we were now 5 we were a different table and couldnt' stay.	staff#-1	miscellaneous#0
We were even able to call in advance to make sure there was space at the bar because I was on crutches and the owner reserved the seats til we got there.	place#0	staff#-1	miscellaneous#0
Charming atmosphere that seats probably no moroe than 35.	ambience#1	miscellaneous#0
We orderes and our food took about 1 hour to get it, after the long wait.	food#0	service#-1
Be warned - between the pizza and spumoni the place is packed nightly in the summer.	food#0	place#-1
We had hot buffalo tenders for an appetizer, and the waitress didn't bother to come back to check on how we were doing on drinks.	food#0	staff#-1
The actors try to draw your attention away from the better stuff that is happening below.	miscellaneous#0	staff#1
The small single room--wood panelling, large mirrors, white tablecloths, dim lighting--has few frills.	place#-1	miscellaneous#1
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up.	staff#-1	food#0	miscellaneous#0
The staff had apparently booked the room for 2 groups with a 30 minute overlap.	staff#-1	place#0	miscellaneous#0
And price is over value for two persons dinner $ 90.	price#-1	food#0
The owners are incredibly nice too, comping pitchers of margaritas if you sit there and eat for a couple of hours.	staff#1	food#0
The atmosphere would have been almost perfect if it werent for the fact that we were seat right naext to the noisy kitchen but I guess the speedy service comes with a price.	place#-1	service#1
After my friend and I were seated, we were greeted by a gorgeous waitress, who helped us make our way through the large selection of choices on the menu.	staff#1	menu#0
Our waiter was completely unfamiliar with the menu and did not bother to tell us that they were out of several items (even though we arrived at 7 pm on a Saturday night!)	staff#-1	menu#0
Food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).	price#0	menu#0	food#-1
The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.	service#1	place#0	miscellaneous#1	food#1
The Food The Portuguese knack for exploration couldn't be more apparent on the expansive menu, which moves beyond classics like bacalhau to encompass a world of former colonies along with the motherland.	menu#1	miscellaneous#0
And when I received my $9 glass of wine, I had to ask the waitress if she planned on putting more in -- there was hardly any liquid in the glass!	food#0	staff#-1
We were seated next to some obnoxious women who bogarted the server's time and attention, so he bought us drinks.	staff#-1	food#0
From chicken wings and smoked beef brisket to pulled pork and Texas links, the menu features many barbecue favorites.	food#1	menu#0
The Food The menu seems quirky, but upon a closer look ingredients are familiar and made into appealing combinations, with influences from Maine to the Mediterranean.	food#1	menu#1	ambience#0
While admitably, the seating is a bit cramped, and the menu a tad pricey, the staff does its best to remedy concerns.	place#-1	staff#1
I couple of weeks ago we went to Supper in the east village and it was so bad that we got up and left and the only way to save the evening of horrible food was to go to Blue Ribbon Bakery and have at least one thing off the menu.	food#-1	menu#0
employees not fighting with each other in front of clients 3 having ALL the ingredients for the meals they have on there menue.	staff#-1	ambience#0
A hard-drinking, upscale crowd, holding conversations over loud Latin jazz music, packs the small, open dining room and attached bar.	ambience#-1	place#0
The decor reminds me of Miami nightclubs, and we sat in a cool communal strip, where you share your table with people.	ambience#1	miscellaneous#0
Beautifull people, and a dj that was making me just want to stay and drink more!	staff#1	food#0
Good place for groups of four or large parties but it is not a cozy/intimate setting for 2 although the jazz helps!	place#1	ambience#-1
We got seated right away, We got a nice starter from the kitchen, unfortunately the waiter that brought it could not explain what it was, it was delicious though.	food#1	place#0	staff#-1
Her attitude put a damper on the evening, as did the stares from some servers when we took a peek into the cheese cellar.	staff#-1	food#0
